영화명,개봉일,날짜,관객수,누적관객,스크린수,상영횟수,순위
보스,2025-10-03,2025-10-21,15637,2288754,754,2259,2
어쩔수가없다,2025-09-24,2025-10-21,10287,2798606,723,1680,3
극장판 주술회전: 회옥·옥절,2025-10-16,2025-10-21,5073,144558,562,1235,4
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-10-21,4935,5477434,450,674,5
원 배틀 애프터 어나더,2025-10-01,2025-10-21,4811,457638,520,887,6
웨폰,2025-10-15,2025-10-21,3842,62341,474,764,7
연의 편지,2025-10-01,2025-10-21,1986,210768,275,328,8
중간계,2025-10-15,2025-10-21,1493,24964,194,290,9
만남의 집,2025-10-15,2025-10-21,1341,10894,78,99,10
극장판 체인소 맨: 레제편,2025-09-24,2025-10-22,40737,2306482,784,2786,1
8번 출구,2025-10-22,2025-10-22,31965,32711,749,2639,2
코렐라인,2009-05-21,2025-10-22,16440,236751,263,603,3
보스,2025-10-03,2025-10-22,16431,2305185,734,1955,4
어쩔수가없다,2025-09-24,2025-10-22,12982,2811588,675,1444,5
극장판 주술회전: 회옥·옥절,2025-10-16,2025-10-22,10042,154600,546,1019,6
원 배틀 애프터 어나더,2025-10-01,2025-10-22,6821,464459,450,651,7
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-10-22,6592,5484026,438,572,8
세계의 주인,2025-10-22,2025-10-22,4241,5936,358,501,9
퍼스트 라이드,2025-10-29,2025-10-22,2856,10505,13,15,10
극장판 체인소 맨: 레제편,2025-09-24,2025-10-23,24050,2330532,755,2660,1
8번 출구,2025-10-22,2025-10-23,16219,48930,705,2386,2
보스,2025-10-03,2025-10-23,14419,2319604,695,1884,3
어쩔수가없다,2025-09-24,2025-10-23,9783,2821371,646,1427,4
코렐라인,2009-05-21,2025-10-23,7459,244210,272,642,5
원 배틀 애프터 어나더,2025-10-01,2025-10-23,4453,468912,419,617,6
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-10-23,4340,5488366,432,590,7
극장판 주술회전: 회옥·옥절,2025-10-16,2025-10-23,4140,158740,495,866,8
세계의 주인,2025-10-22,2025-10-23,2912,8848,335,469,9
에이티즈 에이 투 지 온 스크린,2025-10-23,2025-10-23,1953,1953,12,24,10
극장판 체인소 맨: 레제편,2025-09-24,2025-10-24,40585,2371117,831,3105,1
8번 출구,2025-10-22,2025-10-24,26285,75215,740,2511,2
보스,2025-10-03,2025-10-24,16861,2336465,716,1931,3
어쩔수가없다,2025-09-24,2025-10-24,12310,2833681,680,1504,4
코렐라인,2009-05-21,2025-10-24,10167,254377,288,736,5
극장판 주술회전: 회옥·옥절,2025-10-16,2025-10-24,6314,165054,534,981,6
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-10-24,6273,5494639,446,609,7
원 배틀 애프터 어나더,2025-10-01,2025-10-24,5932,474844,444,648,8
세계의 주인,2025-10-22,2025-10-24,5459,14307,351,494,9
후지모토 타츠키 17-26 파트 1,2025-10-24,2025-10-24,2596,2596,20,36,10
극장판 체인소 맨: 레제편,2025-09-24,2025-10-25,108873,2479990,932,3687,1
8번 출구,2025-10-22,2025-10-25,57533,132748,781,2794,2
코렐라인,2009-05-21,2025-10-25,24217,278594,318,962,3
보스,2025-10-03,2025-10-25,22632,2359097,760,2092,4
어쩔수가없다,2025-09-24,2025-10-25,19102,2852783,752,1645,5
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-10-25,18511,5513150,500,759,6
극장판 주술회전: 회옥·옥절,2025-10-16,2025-10-25,14661,179715,598,1215,7
원 배틀 애프터 어나더,2025-10-01,2025-10-25,10487,485331,477,705,8
세계의 주인,2025-10-22,2025-10-25,8143,22450,352,454,9
웨폰,2025-10-15,2025-10-25,3962,73110,295,362,10
극장판 체인소 맨: 레제편,2025-09-24,2025-10-26,70211,2550201,899,3477,1
8번 출구,2025-10-22,2025-10-26,53355,186103,764,2691,2
코렐라인,2009-05-21,2025-10-26,23744,302338,316,948,3
보스,2025-10-03,2025-10-26,19345,2378442,736,1959,4
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-10-26,17071,5530221,499,739,5
어쩔수가없다,2025-09-24,2025-10-26,16190,2868973,714,1544,6
극장판 주술회전: 회옥·옥절,2025-10-16,2025-10-26,12767,192482,617,1186,7
원 배틀 애프터 어나더,2025-10-01,2025-10-26,8517,493848,447,638,8
세계의 주인,2025-10-22,2025-10-26,8274,30724,357,457,9
브레드이발소: 베이커리타운의 악당들,2025-09-27,2025-10-26,3192,276229,181,263,10
극장판 체인소 맨: 레제편,2025-09-24,2025-10-27,21108,2571309,773,2776,1
8번 출구,2025-10-22,2025-10-27,13532,199635,663,2071,2
보스,2025-10-03,2025-10-27,8434,2386876,606,1520,3
어쩔수가없다,2025-09-24,2025-10-27,7749,2876722,635,1351,4
코렐라인,2009-05-21,2025-10-27,5718,308056,243,728,5
퍼스트 라이드,2025-10-29,2025-10-27,4108,16005,17,17,6
세계의 주인,2025-10-22,2025-10-27,3990,34714,342,491,7
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-10-27,3343,5533564,412,587,8
원 배틀 애프터 어나더,2025-10-01,2025-10-27,3154,497002,410,562,9
극장판 주술회전: 회옥·옥절,2025-10-16,2025-10-27,2627,195109,412,676,10
극장판 체인소 맨: 레제편,2025-09-24,2025-10-28,20366,2591675,791,2775,1
8번 출구,2025-10-22,2025-10-28,12818,212453,673,2031,2
어쩔수가없다,2025-09-24,2025-10-28,8555,2885277,651,1354,3
보스,2025-10-03,2025-10-28,8020,2394896,623,1464,4
코렐라인,2009-05-21,2025-10-28,5588,313644,251,729,5
퍼스트 라이드,2025-10-29,2025-10-28,5214,21219,27,27,6
세계의 주인,2025-10-22,2025-10-28,4944,39658,358,521,7
원 배틀 애프터 어나더,2025-10-01,2025-10-28,3544,500546,420,576,8
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-10-28,3410,5536974,416,593,9
극장판 주술회전: 회옥·옥절,2025-10-16,2025-10-28,2575,197684,421,654,10
퍼스트 라이드,2025-10-29,2025-10-29,82690,103909,1227,4530,1
극장판 체인소 맨: 레제편,2025-09-24,2025-10-29,37025,2628700,709,2369,2
8번 출구,2025-10-22,2025-10-29,16968,229421,617,1231,3
코렐라인,2009-05-21,2025-10-29,10984,324628,231,543,4
어쩔수가없다,2025-09-24,2025-10-29,7589,2892866,486,721,5
보스,2025-10-03,2025-10-29,6833,2401729,476,737,6
베이비걸,2025-10-29,2025-10-29,5865,6419,157,450,7
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-10-29,5833,5542807,345,416,8
세계의 주인,2025-10-22,2025-10-29,5129,44787,209,249,9
지드래곤 인 시네마 [위버맨쉬],2025-10-29,2025-10-29,4859,5059,86,305,10
퍼스트 라이드,2025-10-29,2025-10-30,34118,138027,1151,4095,1
극장판 체인소 맨: 레제편,2025-09-24,2025-10-30,17962,2646662,651,2296,2
8번 출구,2025-10-22,2025-10-30,8861,238282,582,1154,3
보스,2025-10-03,2025-10-30,6382,2408111,452,671,4
어쩔수가없다,2025-09-24,2025-10-30,5147,2898013,483,695,5
코렐라인,2009-05-21,2025-10-30,4661,329289,207,474,6
말할 수 없는 비밀: 마지막 챕터,2025-10-30,2025-10-30,3606,3845,158,310,7
세계의 주인,2025-10-22,2025-10-30,3114,47901,212,256,8
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-10-30,2636,5545443,316,378,9
극장판 주술회전: 회옥·옥절,2025-10-16,2025-10-30,2342,203606,250,315,10
퍼스트 라이드,2025-10-29,2025-10-31,48470,186497,1142,4217,1
극장판 체인소 맨: 레제편,2025-09-24,2025-10-31,28392,2675054,712,2449,2
8번 출구,2025-10-22,2025-10-31,15494,253776,599,1317,3
코렐라인,2009-05-21,2025-10-31,8013,337302,230,480,4
신세기 에반게리온 극장판 사도신생,2025-10-31,2025-10-31,7066,7066,180,349,5
어쩔수가없다,2025-09-24,2025-10-31,7062,2905075,467,696,6
케이팝 데몬 헌터스,2025-10-31,2025-10-31,7013,7013,123,498,7
보스,2025-10-03,2025-10-31,4495,2412606,445,651,8
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-10-31,4306,5549749,341,420,9
세계의 주인,2025-10-22,2025-10-31,4020,51921,225,292,10
퍼스트 라이드,2025-10-29,2025-11-01,96313,282810,1166,4674,1
극장판 체인소 맨: 레제편,2025-09-24,2025-11-01,69058,2744112,817,2896,2
8번 출구,2025-10-22,2025-11-01,37319,291095,707,1738,3
케이팝 데몬 헌터스,2025-10-31,2025-11-01,17578,24591,143,519,4
코렐라인,2009-05-21,2025-11-01,16020,353322,257,594,5
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-01,12536,5562285,429,546,6
어쩔수가없다,2025-09-24,2025-11-01,7549,2912624,474,699,7
세계의 주인,2025-10-22,2025-11-01,7102,59023,274,368,8
극장판 주술회전: 회옥·옥절,2025-10-16,2025-11-01,5811,212023,310,411,9
원 배틀 애프터 어나더,2025-10-01,2025-11-01,4727,514639,234,303,10
퍼스트 라이드,2025-10-29,2025-11-02,85993,368803,1125,4399,1
극장판 체인소 맨: 레제편,2025-09-24,2025-11-02,50009,2794121,773,2804,2
8번 출구,2025-10-22,2025-11-02,31903,322998,710,1656,3
코렐라인,2009-05-21,2025-11-02,15188,368510,250,590,4
케이팝 데몬 헌터스,2025-10-31,2025-11-02,14584,39175,137,498,5
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-02,11991,5574276,427,531,6
어쩔수가없다,2025-09-24,2025-11-02,7272,2919896,472,683,7
세계의 주인,2025-10-22,2025-11-02,6604,65627,276,368,8
극장판 주술회전: 회옥·옥절,2025-10-16,2025-11-02,5876,217899,329,424,9
보스,2025-10-03,2025-11-02,3896,2420642,423,601,10
퍼스트 라이드,2025-10-29,2025-11-03,25178,393981,1006,3450,1
극장판 체인소 맨: 레제편,2025-09-24,2025-11-03,16125,2810246,644,2284,2
8번 출구,2025-10-22,2025-11-03,7662,330660,587,1240,3
코렐라인,2009-05-21,2025-11-03,3699,372209,208,472,4
세계의 주인,2025-10-22,2025-11-03,3454,69081,286,413,5
어쩔수가없다,2025-09-24,2025-11-03,2866,2922762,412,576,6
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-03,2470,5576746,359,455,7
보스,2025-10-03,2025-11-03,2158,2422800,351,484,8
원 배틀 애프터 어나더,2025-10-01,2025-11-03,1478,519711,201,261,9
하얀 차를 탄 여자,2025-10-29,2025-11-03,1329,15816,306,395,10
퍼스트 라이드,2025-10-29,2025-11-04,23992,417973,1017,3438,1
극장판 체인소 맨: 레제편,2025-09-24,2025-11-04,14654,2824900,630,2218,2
8번 출구,2025-10-22,2025-11-04,7718,338378,571,1218,3
세계의 주인,2025-10-22,2025-11-04,3507,72588,287,413,4
코렐라인,2009-05-21,2025-11-04,3485,375694,208,463,5
어쩔수가없다,2025-09-24,2025-11-04,2639,2925401,397,554,6
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-04,2438,5579184,341,440,7
보스,2025-10-03,2025-11-04,2003,2424803,344,463,8
하얀 차를 탄 여자,2025-10-29,2025-11-04,1747,17563,304,400,9
원 배틀 애프터 어나더,2025-10-01,2025-11-04,1551,521262,189,246,10
프레데터: 죽음의 땅,2025-11-05,2025-11-05,34746,36427,952,3456,1
극장판 체인소 맨: 레제편,2025-09-24,2025-11-05,24605,2849505,642,1738,2
퍼스트 라이드,2025-10-29,2025-11-05,22418,440391,772,2137,3
부고니아,2025-11-05,2025-11-05,9092,11191,518,1143,4
8번 출구,2025-10-22,2025-11-05,7033,345411,483,748,5
구원자,2025-11-05,2025-11-05,5939,7051,498,982,6
난징사진관,2025-11-05,2025-11-05,4585,5765,272,358,7
반지의 제왕 : 반지원정대,2001-12-31,2025-11-05,3845,39470,11,49,8
엄마를 버리러 갑니다,2025-11-05,2025-11-05,3401,4134,155,308,9
위키드,2024-11-20,2025-11-05,3121,2249769,151,350,10
프레데터: 죽음의 땅,2025-11-05,2025-11-06,24592,61019,933,3396,1
퍼스트 라이드,2025-10-29,2025-11-06,17487,457878,766,2100,2
극장판 체인소 맨: 레제편,2025-09-24,2025-11-06,14755,2864260,625,1707,3
8번 출구,2025-10-22,2025-11-06,5908,351319,500,787,4
부고니아,2025-11-05,2025-11-06,5895,17086,498,1001,5
구원자,2025-11-05,2025-11-06,3755,10806,453,840,6
난징사진관,2025-11-05,2025-11-06,3023,8788,268,352,7
위키드,2024-11-20,2025-11-06,2356,2252125,147,310,8
엄마를 버리러 갑니다,2025-11-05,2025-11-06,2282,6416,156,318,9
세계의 주인,2025-10-22,2025-11-06,2215,77288,202,249,10
프레데터: 죽음의 땅,2025-11-05,2025-11-07,34221,95240,953,3501,1
퍼스트 라이드,2025-10-29,2025-11-07,25884,483762,862,2445,2
극장판 체인소 맨: 레제편,2025-09-24,2025-11-07,20812,2885072,709,1984,3
8번 출구,2025-10-22,2025-11-07,8576,359895,550,944,4
부고니아,2025-11-05,2025-11-07,6381,23467,510,996,5
구원자,2025-11-05,2025-11-07,3831,14637,448,857,6
세계의 주인,2025-10-22,2025-11-07,3396,80684,218,276,7
코렐라인,2009-05-21,2025-11-07,3072,383305,197,308,8
위키드,2024-11-20,2025-11-07,2959,2255084,153,336,9
난징사진관,2025-11-05,2025-11-07,2881,11669,260,333,10
프레데터: 죽음의 땅,2025-11-05,2025-11-08,70867,166107,949,3692,1
극장판 체인소 맨: 레제편,2025-09-24,2025-11-08,55338,2940410,790,2448,2
퍼스트 라이드,2025-10-29,2025-11-08,52135,535897,900,2863,3
8번 출구,2025-10-22,2025-11-08,20451,380346,659,1271,4
부고니아,2025-11-05,2025-11-08,8583,32050,527,953,5
코렐라인,2009-05-21,2025-11-08,8170,391475,215,422,6
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-08,8157,5593847,354,415,7
극장판 똘똘이: 아기공룡의 비밀,2025-11-07,2025-11-08,8053,9692,222,405,8
위키드,2024-11-20,2025-11-08,5558,2260642,162,376,9
세계의 주인,2025-10-22,2025-11-08,4750,85434,214,286,10
프레데터: 죽음의 땅,2025-11-05,2025-11-09,54996,221103,943,3428,1
퍼스트 라이드,2025-10-29,2025-11-09,42315,578212,889,2698,2
극장판 체인소 맨: 레제편,2025-09-24,2025-11-09,36994,2977404,762,2305,3
8번 출구,2025-10-22,2025-11-09,16015,396361,634,1174,4
극장판 똘똘이: 아기공룡의 비밀,2025-11-07,2025-11-09,8704,18396,240,407,5
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-09,7601,5601448,331,391,6
코렐라인,2009-05-21,2025-11-09,7346,398821,219,398,7
부고니아,2025-11-05,2025-11-09,6658,38708,508,840,8
위키드,2024-11-20,2025-11-09,4665,2265307,175,356,9
세계의 주인,2025-10-22,2025-11-09,4570,90004,215,285,10
프레데터: 죽음의 땅,2025-11-05,2025-11-10,17628,238731,846,2930,1
퍼스트 라이드,2025-10-29,2025-11-10,12074,590286,698,1922,2
극장판 체인소 맨: 레제편,2025-09-24,2025-11-10,11479,2988883,657,1834,3
8번 출구,2025-10-22,2025-11-10,4616,400977,486,822,4
부고니아,2025-11-05,2025-11-10,2885,41593,453,723,5
세계의 주인,2025-10-22,2025-11-10,2103,92107,211,278,6
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-10,1836,5603284,275,319,7
구원자,2025-11-05,2025-11-10,1820,25085,364,546,8
코렐라인,2009-05-21,2025-11-10,1554,400375,176,274,9
위키드,2024-11-20,2025-11-10,1470,2266777,144,283,10
프레데터: 죽음의 땅,2025-11-05,2025-11-11,17068,255799,867,2890,1
퍼스트 라이드,2025-10-29,2025-11-11,13358,603644,717,1962,2
극장판 체인소 맨: 레제편,2025-09-24,2025-11-11,11108,2999991,664,1829,3
부고니아,2025-11-05,2025-11-11,3731,45324,427,703,4
8번 출구,2025-10-22,2025-11-11,3695,404672,463,763,5
구원자,2025-11-05,2025-11-11,2769,27854,390,592,6
엄마를 버리러 갑니다,2025-11-05,2025-11-11,2373,17612,142,257,7
난징사진관,2025-11-05,2025-11-11,2345,20091,229,286,8
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-11,2070,5605354,284,330,9
세계의 주인,2025-10-22,2025-11-11,2062,94169,206,283,10
나우 유 씨 미 3,2025-11-12,2025-11-12,82300,82951,1261,5132,1
극장판 체인소 맨: 레제편,2025-09-24,2025-11-12,19512,3019503,633,1681,2
퍼스트 라이드,2025-10-29,2025-11-12,12949,616593,610,1567,3
프레데터: 죽음의 땅,2025-11-05,2025-11-12,12177,267976,671,1863,4
8번 출구,2025-10-22,2025-11-12,4092,408764,404,619,5
명탐정 코난: 척안의 잔상,2025-07-16,2025-11-12,2517,741430,62,218,6
세계의 주인,2025-10-22,2025-11-12,2500,96669,186,242,7
부고니아,2025-11-05,2025-11-12,2376,47700,270,335,8
구원자,2025-11-05,2025-11-12,1952,29806,111,139,9
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-12,1896,5607250,238,271,10
나우 유 씨 미 3,2025-11-12,2025-11-13,68497,151448,1251,4993,1
극장판 체인소 맨: 레제편,2025-09-24,2025-11-13,21558,3041061,656,1770,2
퍼스트 라이드,2025-10-29,2025-11-13,19091,635684,662,1661,3
프레데터: 죽음의 땅,2025-11-05,2025-11-13,11990,279966,673,1825,4
8번 출구,2025-10-22,2025-11-13,4815,413579,412,633,5
코렐라인,2009-05-21,2025-11-13,2629,406649,149,216,6
세계의 주인,2025-10-22,2025-11-13,2324,98993,201,257,7
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-13,2266,5609516,244,279,8
부고니아,2025-11-05,2025-11-13,2113,49813,268,325,9
명탐정 코난: 척안의 잔상,2025-07-16,2025-11-13,1604,743034,62,208,10
나우 유 씨 미 3,2025-11-12,2025-11-14,92708,244156,1325,5330,1
극장판 체인소 맨: 레제편,2025-09-24,2025-11-14,22915,3063976,697,1896,2
프레데터: 죽음의 땅,2025-11-05,2025-11-14,16357,296323,687,1956,3
퍼스트 라이드,2025-10-29,2025-11-14,15216,650900,658,1645,4
8번 출구,2025-10-22,2025-11-14,4417,417996,409,640,5
부고니아,2025-11-05,2025-11-14,3099,52912,286,359,6
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-14,2863,5612379,247,297,7
코렐라인,2009-05-21,2025-11-14,2462,409111,155,226,8
세계의 주인,2025-10-22,2025-11-14,2335,101328,200,256,9
난징사진관,2025-11-05,2025-11-14,1877,24213,120,132,10
나우 유 씨 미 3,2025-11-12,2025-11-15,183741,427897,1339,5973,1
극장판 체인소 맨: 레제편,2025-09-24,2025-11-15,59580,3123556,795,2273,2
프레데터: 죽음의 땅,2025-11-05,2025-11-15,34582,330905,700,2115,3
퍼스트 라이드,2025-10-29,2025-11-15,21818,672718,724,1826,4
8번 출구,2025-10-22,2025-11-15,8545,426541,468,715,5
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-15,7828,5620207,309,375,6
꼬마돼지 베이브와 타피티,2025-11-13,2025-11-15,5307,9957,349,406,7
부고니아,2025-11-05,2025-11-15,4502,57414,257,319,8
극장판 똘똘이: 아기공룡의 비밀,2025-11-07,2025-11-15,4300,25249,222,357,9
코렐라인,2009-05-21,2025-11-15,3975,413086,164,253,10
나우 유 씨 미 3,2025-11-12,2025-11-16,158846,586743,1352,5777,1
극장판 체인소 맨: 레제편,2025-09-24,2025-11-16,35093,3158649,765,2153,2
프레데터: 죽음의 땅,2025-11-05,2025-11-16,27984,358889,715,2015,3
퍼스트 라이드,2025-10-29,2025-11-16,18199,690917,715,1726,4
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-16,7373,5627580,293,355,5
8번 출구,2025-10-22,2025-11-16,7263,433804,452,672,6
꼬마돼지 베이브와 타피티,2025-11-13,2025-11-16,5352,15309,359,416,7
극장판 똘똘이: 아기공룡의 비밀,2025-11-07,2025-11-16,4417,29666,209,340,8
코렐라인,2009-05-21,2025-11-16,4225,417311,173,261,9
부고니아,2025-11-05,2025-11-16,3787,61201,248,308,10
나우 유 씨 미 3,2025-11-12,2025-11-17,53445,640188,1196,4755,1
극장판 체인소 맨: 레제편,2025-09-24,2025-11-17,14123,3172772,640,1803,2
프레데터: 죽음의 땅,2025-11-05,2025-11-17,9207,368096,577,1650,3
퍼스트 라이드,2025-10-29,2025-11-17,7122,698039,555,1271,4
8번 출구,2025-10-22,2025-11-17,2606,436410,368,519,5
부고니아,2025-11-05,2025-11-17,2074,63275,241,304,6
세계의 주인,2025-10-22,2025-11-17,2071,110631,184,246,7
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-17,1988,5629568,268,311,8
위키드,2024-11-20,2025-11-17,1273,2279391,105,131,9
코렐라인,2009-05-21,2025-11-17,1122,418433,139,200,10
나우 유 씨 미 3,2025-11-12,2025-11-18,48871,689059,1234,4688,1
극장판 체인소 맨: 레제편,2025-09-24,2025-11-18,13006,3185778,661,1787,2
프레데터: 죽음의 땅,2025-11-05,2025-11-18,8289,376385,597,1603,3
퍼스트 라이드,2025-10-29,2025-11-18,8103,706142,568,1223,4
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-18,2578,5632146,278,327,5
8번 출구,2025-10-22,2025-11-18,2324,438734,371,515,6
부고니아,2025-11-05,2025-11-18,2251,65526,250,317,7
세계의 주인,2025-10-22,2025-11-18,1621,112252,187,245,8
위키드,2024-11-20,2025-11-18,1606,2280997,108,132,9
난징사진관,2025-11-05,2025-11-18,1358,28800,86,90,10
위키드: 포 굿,2025-11-19,2025-11-19,108146,108830,1699,5740,1
나우 유 씨 미 3,2025-11-12,2025-11-19,40741,729800,825,2317,2
극장판 체인소 맨: 레제편,2025-09-24,2025-11-19,17431,3203209,574,1021,3
국보,2025-11-19,2025-11-19,9569,14184,484,802,4
나혼자 프린스,2025-11-19,2025-11-19,6090,7223,535,1099,5
프레데터: 죽음의 땅,2025-11-05,2025-11-19,4413,380798,432,642,6
퍼스트 라이드,2025-10-29,2025-11-19,4201,710343,350,474,7
포레스텔라 : 더 웨이브 인 시네마,2025-11-19,2025-11-19,2025,2025,23,33,8
코렐라인,2009-05-21,2025-11-19,1678,421190,102,116,9
8번 출구,2025-10-22,2025-11-19,1668,440402,182,204,10
위키드: 포 굿,2025-11-19,2025-11-20,52475,161305,1589,5176,1
나우 유 씨 미 3,2025-11-12,2025-11-20,37010,766810,815,2354,2
극장판 체인소 맨: 레제편,2025-09-24,2025-11-20,10092,3213301,578,1034,3
국보,2025-11-19,2025-11-20,6746,20930,458,752,4
나혼자 프린스,2025-11-19,2025-11-20,5126,12349,519,1047,5
프레데터: 죽음의 땅,2025-11-05,2025-11-20,3928,384726,424,635,6
퍼스트 라이드,2025-10-29,2025-11-20,3900,714243,345,472,7
가타카,1998-05-02,2025-11-20,1388,1474,71,126,8
세계의 주인,2025-10-22,2025-11-20,1373,114715,109,140,9
8번 출구,2025-10-22,2025-11-20,1340,441742,183,211,10
위키드: 포 굿,2025-11-19,2025-11-21,77314,238619,1653,5642,1
나우 유 씨 미 3,2025-11-12,2025-11-21,53165,819975,887,2619,2
극장판 체인소 맨: 레제편,2025-09-24,2025-11-21,13136,3226437,628,1119,3
국보,2025-11-19,2025-11-21,9700,30630,483,799,4
나혼자 프린스,2025-11-19,2025-11-21,6816,19165,536,1062,5
엔드 오브 에반게리온,2024-01-17,2025-11-21,5696,38428,116,200,6
프레데터: 죽음의 땅,2025-11-05,2025-11-21,5672,390398,437,661,7
퍼스트 라이드,2025-10-29,2025-11-21,4810,719053,336,471,8
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-21,1737,5636347,136,153,9
세계의 주인,2025-10-22,2025-11-21,1463,116178,105,136,10
위키드: 포 굿,2025-11-19,2025-11-22,164791,403410,1700,6554,1
나우 유 씨 미 3,2025-11-12,2025-11-22,103015,922990,948,3142,2
극장판 체인소 맨: 레제편,2025-09-24,2025-11-22,27583,3254020,694,1308,3
국보,2025-11-19,2025-11-22,14908,45538,517,810,4
프레데터: 죽음의 땅,2025-11-05,2025-11-22,10646,401044,412,594,5
나혼자 프린스,2025-11-19,2025-11-22,8982,28147,533,990,6
퍼스트 라이드,2025-10-29,2025-11-22,5451,724504,318,444,7
세계의 주인,2025-10-22,2025-11-22,5329,121507,112,145,8
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-22,5185,5641532,183,205,9
극장판 똘똘이: 아기공룡의 비밀,2025-11-07,2025-11-22,2631,33313,163,245,10
위키드: 포 굿,2025-11-19,2025-11-23,133952,537362,1674,6081,1
나우 유 씨 미 3,2025-11-12,2025-11-23,90295,1013285,974,3115,2
극장판 체인소 맨: 레제편,2025-09-24,2025-11-23,22256,3276276,678,1262,3
국보,2025-11-19,2025-11-23,12792,58330,521,804,4
프레데터: 죽음의 땅,2025-11-05,2025-11-23,8584,409628,395,578,5
나혼자 프린스,2025-11-19,2025-11-23,7725,35872,530,927,6
세계의 주인,2025-10-22,2025-11-23,6600,128107,112,146,7
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-23,5249,5646781,179,206,8
퍼스트 라이드,2025-10-29,2025-11-23,4603,729107,284,391,9
극장판 똘똘이: 아기공룡의 비밀,2025-11-07,2025-11-23,2881,36194,166,243,10
위키드: 포 굿,2025-11-19,2025-11-24,30179,567541,1405,4391,1
나우 유 씨 미 3,2025-11-12,2025-11-24,29408,1042693,830,2638,2
극장판 체인소 맨: 레제편,2025-09-24,2025-11-24,8300,3284576,609,1125,3
국보,2025-11-19,2025-11-24,6639,64969,505,791,4
세계의 주인,2025-10-22,2025-11-24,3905,132012,125,184,5
나혼자 프린스,2025-11-19,2025-11-24,3283,39155,422,781,6
프레데터: 죽음의 땅,2025-11-05,2025-11-24,3148,412776,360,517,7
퍼스트 라이드,2025-10-29,2025-11-24,2278,731385,264,360,8
극장판 귀멸의 칼날: 무한성편,2025-08-22,2025-11-24,1501,5648282,150,168,9
가타카,1998-05-02,2025-11-24,926,8158,72,113,10
나우 유 씨 미 3,2025-11-12,2025-11-25,29804,1072497,895,2698,1
위키드: 포 굿,2025-11-19,2025-11-25,28697,596238,1419,4222,2
극장판 체인소 맨: 레제편,2025-09-24,2025-11-25,8438,3293014,593,1107,3
국보,2025-11-19,2025-11-25,7047,72016,509,813,4
나혼자 프린스,2025-11-19,2025-11-25,4365,43520,443,786,5
세계의 주인,2025-10-22,2025-11-25,3971,135983,136,201,6
프레데터: 죽음의 땅,2025-11-05,2025-11-25,2914,415690,365,528,7
윗집 사람들,2025-12-03,2025-11-25,2837,2837,11,12,8
힘,2025-11-26,2025-11-25,2614,2614,16,16,9
퍼스트 라이드,2025-10-29,2025-11-25,2606,733991,260,353,10
주토피아 2,2025-11-26,2025-11-26,309168,310951,2084,8027,1
나우 유 씨 미 3,2025-11-12,2025-11-26,35043,1107540,844,1985,2
위키드: 포 굿,2025-11-19,2025-11-26,34125,630363,1023,2260,3
극장판 체인소 맨: 레제편,2025-09-24,2025-11-26,9899,3302913,494,668,4
국보,2025-11-19,2025-11-26,9251,81267,372,483,5
한란,2025-11-26,2025-11-26,3458,4561,262,345,6
세계의 주인,2025-10-22,2025-11-26,3327,139310,106,146,7
석류의 빛깔 ,2025-11-26,2025-11-26,2983,3874,55,68,8
나혼자 프린스,2025-11-19,2025-11-26,2397,45917,232,298,9
퍼스트 라이드,2025-10-29,2025-11-26,1885,735876,52,55,10
주토피아 2,2025-11-26,2025-11-27,172048,482999,1943,7769,1
나우 유 씨 미 3,2025-11-12,2025-11-27,22414,1129954,775,1991,2
위키드: 포 굿,2025-11-19,2025-11-27,18213,648576,936,2140,3
국보,2025-11-19,2025-11-27,6596,87863,364,498,4
