영화명,개봉일,날짜,관객수,누적관객,스크린수,상영횟수,순위
대도시의 사랑법,2024-10-01,2024-10-14,17866,520174,869,2699,2
노트북,2004-11-26,2024-10-14,6452,724529,488,857,3
와일드 로봇,2024-10-01,2024-10-14,6062,443684,647,1378,4
조커: 폴리 아 되,2024-10-01,2024-10-14,5970,586516,635,1293,5
너의 색,2024-10-12,2024-10-14,2287,21270,200,596,6
비긴 어게인,2014-08-13,2024-10-14,1730,3699612,234,314,7
트랜스포머 ONE,2024-09-25,2024-10-14,1299,350640,295,376,8
룩백,2024-09-05,2024-10-14,1062,270293,159,230,9
명탐정 코난: 시한장치의 마천루,2024-10-02,2024-10-14,896,81721,269,303,10
베테랑2,2024-09-13,2024-10-15,20212,7338458,936,2945,1
대도시의 사랑법,2024-10-01,2024-10-15,16496,536670,871,2663,2
와일드 로봇,2024-10-01,2024-10-15,7602,451286,640,1317,3
노트북,2004-11-26,2024-10-15,6432,730961,491,888,4
조커: 폴리 아 되,2024-10-01,2024-10-15,4946,591462,635,1250,5
너의 색,2024-10-12,2024-10-15,2125,23395,199,550,6
비긴 어게인,2014-08-13,2024-10-15,1788,3701400,242,324,7
트랜스포머 ONE,2024-09-25,2024-10-15,1621,352261,303,399,8
명탐정 코난: 시한장치의 마천루,2024-10-02,2024-10-15,1024,82745,281,321,9
최소한의 선의,2024-10-30,2024-10-15,985,1111,5,5,10
보통의 가족,2024-10-16,2024-10-16,42429,52634,1277,4714,1
대도시의 사랑법,2024-10-01,2024-10-16,17495,554165,713,2076,2
베테랑2,2024-09-13,2024-10-16,15402,7353860,782,2039,3
6시간 후 너는 죽는다,2024-10-16,2024-10-16,11612,22040,252,547,4
스마일 2,2024-10-16,2024-10-16,8137,8479,549,1204,5
임영웅│아임 히어로 더 스타디움,2024-08-28,2024-10-16,6852,333876,48,105,6
와일드 로봇,2024-10-01,2024-10-16,6370,457656,456,696,7
"하이라이트: 라이츠 고 온, 어게인 인 시네마",2024-10-16,2024-10-16,5289,5289,86,237,8
노트북,2004-11-26,2024-10-16,4878,735839,357,563,9
엘리자벳: 더 뮤지컬 라이브,2024-10-16,2024-10-16,2659,3037,18,72,10
보통의 가족,2024-10-16,2024-10-17,30191,82825,1029,3778,1
더러운 돈에 손대지 마라,2024-10-17,2024-10-17,15711,17056,796,2302,2
베테랑2,2024-09-13,2024-10-17,12296,7366156,705,1775,3
대도시의 사랑법,2024-10-01,2024-10-17,10831,564996,653,1622,4
스마일 2,2024-10-16,2024-10-17,5186,13665,493,980,5
와일드 로봇,2024-10-01,2024-10-17,4701,462357,385,531,6
노트북,2004-11-26,2024-10-17,3799,739638,324,465,7
엘리자벳: 더 뮤지컬 라이브,2024-10-16,2024-10-17,3573,6610,121,241,8
임영웅│아임 히어로 더 스타디움,2024-08-28,2024-10-17,3342,337218,47,100,9
조커: 폴리 아 되,2024-10-01,2024-10-17,2141,596063,290,353,10
보통의 가족,2024-10-16,2024-10-18,46599,129424,1071,4108,1
베테랑2,2024-09-13,2024-10-18,20909,7387065,787,2017,2
대도시의 사랑법,2024-10-01,2024-10-18,15941,580937,720,1816,3
더러운 돈에 손대지 마라,2024-10-17,2024-10-18,15834,32890,772,2197,4
와일드 로봇,2024-10-01,2024-10-18,10949,473306,481,694,5
스마일 2,2024-10-16,2024-10-18,5874,19539,485,950,6
노트북,2004-11-26,2024-10-18,5706,745344,349,497,7
조커: 폴리 아 되,2024-10-01,2024-10-18,3514,599577,319,403,8
엘리자벳: 더 뮤지컬 라이브,2024-10-16,2024-10-18,2903,9513,125,243,9
6시간 후 너는 죽는다,2024-10-16,2024-10-18,2669,26500,229,375,10
보통의 가족,2024-10-16,2024-10-19,86867,216291,1068,4187,1
와일드 로봇,2024-10-01,2024-10-19,32353,505659,791,1768,2
대도시의 사랑법,2024-10-01,2024-10-19,30760,611697,780,2025,3
베테랑2,2024-09-13,2024-10-19,29395,7416460,770,2122,4
더러운 돈에 손대지 마라,2024-10-17,2024-10-19,16687,49577,747,2030,5
노트북,2004-11-26,2024-10-19,10268,755612,363,529,6
스마일 2,2024-10-16,2024-10-19,8916,28455,498,945,7
엘리자벳: 더 뮤지컬 라이브,2024-10-16,2024-10-19,5017,14530,129,268,8
아이브 더 퍼스트 월드투어 인 시네마,2024-10-16,2024-10-19,4105,8406,64,122,9
6시간 후 너는 죽는다,2024-10-16,2024-10-19,3924,30424,233,380,10
보통의 가족,2024-10-16,2024-10-20,73432,289723,1087,4075,1
와일드 로봇,2024-10-01,2024-10-20,31308,536967,780,1747,2
대도시의 사랑법,2024-10-01,2024-10-20,26542,638239,776,2004,3
베테랑2,2024-09-13,2024-10-20,25098,7441558,773,2050,4
더러운 돈에 손대지 마라,2024-10-17,2024-10-20,14296,63873,729,1879,5
노트북,2004-11-26,2024-10-20,10923,766535,377,550,6
스마일 2,2024-10-16,2024-10-20,6501,34956,490,883,7
아이브 더 퍼스트 월드투어 인 시네마,2024-10-16,2024-10-20,6043,14449,70,128,8
엘리자벳: 더 뮤지컬 라이브,2024-10-16,2024-10-20,4461,18991,129,257,9
사랑의 하츄핑,2024-08-07,2024-10-20,4306,1222520,249,294,10
보통의 가족,2024-10-16,2024-10-21,24513,314236,970,3496,1
대도시의 사랑법,2024-10-01,2024-10-21,10207,648446,665,1725,2
베테랑2,2024-09-13,2024-10-21,8491,7450049,693,1698,3
더러운 돈에 손대지 마라,2024-10-17,2024-10-21,5017,68890,590,1414,4
와일드 로봇,2024-10-01,2024-10-21,3491,540458,389,567,5
노트북,2004-11-26,2024-10-21,3309,769844,351,494,6
스마일 2,2024-10-16,2024-10-21,3107,38063,416,703,7
6시간 후 너는 죽는다,2024-10-16,2024-10-21,1552,35135,192,307,8
임영웅│아임 히어로 더 스타디움,2024-08-28,2024-10-21,1435,347724,48,97,9
조커: 폴리 아 되,2024-10-01,2024-10-21,1214,607550,252,295,10
보통의 가족,2024-10-16,2024-10-22,29786,344022,1019,3661,1
베테랑2,2024-09-13,2024-10-22,11133,7461182,716,1800,2
대도시의 사랑법,2024-10-01,2024-10-22,10805,659251,695,1770,3
더러운 돈에 손대지 마라,2024-10-17,2024-10-22,6362,75252,626,1468,4
와일드 로봇,2024-10-01,2024-10-22,4765,545223,434,616,5
노트북,2004-11-26,2024-10-22,4661,774505,390,551,6
아마존 활명수,2024-10-30,2024-10-22,3814,3814,11,13,7
스마일 2,2024-10-16,2024-10-22,3434,41497,440,738,8
임영웅│아임 히어로 더 스타디움,2024-08-28,2024-10-22,2491,350215,51,104,9
파일럿,2024-07-31,2024-10-22,2117,4710803,14,17,10
베놈: 라스트 댄스,2024-10-23,2024-10-23,127645,129139,1656,7484,1
보통의 가족,2024-10-16,2024-10-23,20635,364657,810,2514,2
대도시의 사랑법,2024-10-01,2024-10-23,9857,669108,579,1080,3
베테랑2,2024-09-13,2024-10-23,5010,7466192,469,846,4
오후 네시,2024-10-23,2024-10-23,3357,3731,230,321,5
아이브 더 퍼스트 월드투어 인 시네마,2024-10-16,2024-10-23,3086,18406,61,86,6
더러운 돈에 손대지 마라,2024-10-17,2024-10-23,2926,78178,384,535,7
아마존 활명수,2024-10-30,2024-10-23,2911,6725,14,14,8
와일드 로봇,2024-10-01,2024-10-23,2886,548109,220,271,9
노트북,2004-11-26,2024-10-23,2310,776815,184,214,10
베놈: 라스트 댄스,2024-10-23,2024-10-24,78281,207420,1628,7141,1
보통의 가족,2024-10-16,2024-10-24,17785,382442,811,2502,2
대도시의 사랑법,2024-10-01,2024-10-24,10862,679970,614,1141,3
아마존 활명수,2024-10-30,2024-10-24,5299,12024,24,24,4
베테랑2,2024-09-13,2024-10-24,4701,7470893,491,867,5
세상 참 예쁜 오드리,2024-10-24,2024-10-24,2966,3537,172,207,6
오후 네시,2024-10-23,2024-10-24,2886,6617,218,297,7
와일드 로봇,2024-10-01,2024-10-24,2733,550842,210,266,8
노트북,2004-11-26,2024-10-24,2484,779299,183,220,9
룸 넥스트 도어,2024-10-23,2024-10-24,1638,4236,142,366,10
베놈: 라스트 댄스,2024-10-23,2024-10-25,117771,325191,1663,7489,1
보통의 가족,2024-10-16,2024-10-25,23555,405997,814,2591,2
대도시의 사랑법,2024-10-01,2024-10-25,14627,694597,641,1221,3
와일드 로봇,2024-10-01,2024-10-25,7406,558248,291,346,4
베테랑2,2024-09-13,2024-10-25,6116,7477009,503,914,5
노트북,2004-11-26,2024-10-25,3263,782562,201,250,6
더 킬러스,2024-10-23,2024-10-25,2130,6807,108,205,7
집이 없어 - 악연의 시작, ,2024-10-25,1896,1896,58,96,8
스마일 2,2024-10-16,2024-10-25,1894,45794,168,189,9
더러운 돈에 손대지 마라,2024-10-17,2024-10-25,1880,81253,285,365,10
베놈: 라스트 댄스,2024-10-23,2024-10-26,248153,573344,1663,8027,1
보통의 가족,2024-10-16,2024-10-26,42240,448237,818,2717,2
대도시의 사랑법,2024-10-01,2024-10-26,24041,718638,713,1403,3
와일드 로봇,2024-10-01,2024-10-26,17222,575470,609,1068,4
베테랑2,2024-09-13,2024-10-26,9572,7486581,507,839,5
노트북,2004-11-26,2024-10-26,6426,788988,220,305,6
리틀 엠마,2024-10-25,2024-10-26,4204,6121,200,339,7
엘리자벳: 더 뮤지컬 라이브,2024-10-16,2024-10-26,2736,27639,108,156,8
마이펫의 컴백홈 어드벤처 ,2024-10-23,2024-10-26,2689,4342,153,286,9
스마일 2,2024-10-16,2024-10-26,2435,48229,179,200,10
베놈: 라스트 댄스,2024-10-23,2024-10-27,218530,791874,1663,7813,1
보통의 가족,2024-10-16,2024-10-27,40403,488640,798,2606,2
대도시의 사랑법,2024-10-01,2024-10-27,22588,741226,700,1373,3
와일드 로봇,2024-10-01,2024-10-27,20914,596384,622,1102,4
베테랑2,2024-09-13,2024-10-27,14930,7501511,521,839,5
노트북,2004-11-26,2024-10-27,7319,796307,227,306,6
리틀 엠마,2024-10-25,2024-10-27,4510,10631,212,349,7
마이펫의 컴백홈 어드벤처 ,2024-10-23,2024-10-27,3405,7747,161,303,8
브레드이발소: 빵스타의 탄생,2024-09-14,2024-10-27,2863,262251,50,52,9
엘리자벳: 더 뮤지컬 라이브,2024-10-16,2024-10-27,2808,30447,114,159,10
베놈: 라스트 댄스,2024-10-23,2024-10-28,54394,846268,1538,6442,1
보통의 가족,2024-10-16,2024-10-28,14866,503506,734,2326,2
대도시의 사랑법,2024-10-01,2024-10-28,9685,750911,624,1279,3
아마존 활명수,2024-10-30,2024-10-28,6516,18540,28,28,4
베테랑2,2024-09-13,2024-10-28,3986,7505497,471,793,5
노트북,2004-11-26,2024-10-28,2492,798799,214,286,6
와일드 로봇,2024-10-01,2024-10-28,2423,598807,240,297,7
오후 네시,2024-10-23,2024-10-28,1830,14342,210,263,8
룸 넥스트 도어,2024-10-23,2024-10-28,1484,12167,143,324,9
청설,2024-11-06,2024-10-28,1182,1182,4,6,10
베놈: 라스트 댄스,2024-10-23,2024-10-29,49388,895656,1544,6310,1
보통의 가족,2024-10-16,2024-10-29,15774,519280,783,2378,2
대도시의 사랑법,2024-10-01,2024-10-29,10339,761250,643,1315,3
오후 네시,2024-10-23,2024-10-29,4523,18865,249,323,4
베테랑2,2024-09-13,2024-10-29,4404,7509901,494,848,5
노트북,2004-11-26,2024-10-29,2731,801530,230,303,6
와일드 로봇,2024-10-01,2024-10-29,2713,601520,244,292,7
연소일기,2024-11-13,2024-10-29,1597,2045,8,8,8
룸 넥스트 도어,2024-10-23,2024-10-29,1542,13709,143,328,9
스마일 2,2024-10-16,2024-10-29,1274,52585,177,190,10
아마존 활명수,2024-10-30,2024-10-30,88302,106842,1479,6095,1
베놈: 라스트 댄스,2024-10-23,2024-10-30,64910,960566,1181,4230,2
보통의 가족,2024-10-16,2024-10-30,15612,534892,644,1493,3
날씨의 아이,2019-10-30,2024-10-30,14647,785118,379,575,4
대도시의 사랑법,2024-10-01,2024-10-30,11202,772452,523,887,5
롱레그스,2024-10-30,2024-10-30,7433,8253,224,425,6
연소일기,2024-11-13,2024-10-30,4251,6296,21,21,7
와일드 로봇,2024-10-01,2024-10-30,2647,604167,162,180,8
룸 넥스트 도어,2024-10-23,2024-10-30,2341,16050,102,152,9
극장판 하이큐!! 쓰레기장의 결전,2024-05-15,2024-10-30,2260,733903,63,67,10
아마존 활명수,2024-10-30,2024-10-31,49349,156191,1411,5717,1
베놈: 라스트 댄스,2024-10-23,2024-10-31,44845,1005411,1168,4123,2
보통의 가족,2024-10-16,2024-10-31,13247,548139,668,1574,3
대도시의 사랑법,2024-10-01,2024-10-31,10654,783106,560,962,4
날씨의 아이,2019-10-30,2024-10-31,7087,792205,383,546,5
롱레그스,2024-10-30,2024-10-31,4857,13110,229,421,6
하와이 연가,2024-10-30,2024-10-31,2444,3852,52,64,7
와일드 로봇,2024-10-01,2024-10-31,2281,606448,179,196,8
베테랑2,2024-09-13,2024-10-31,2040,7514196,254,330,9
노트북,2004-11-26,2024-10-31,2039,805807,125,159,10
베놈: 라스트 댄스,2024-10-23,2024-11-01,60657,1066068,1198,4460,1
아마존 활명수,2024-10-30,2024-11-01,50834,207025,1411,5767,2
보통의 가족,2024-10-16,2024-11-01,12879,561018,661,1508,3
대도시의 사랑법,2024-10-01,2024-11-01,9905,793011,550,957,4
날씨의 아이,2019-10-30,2024-11-01,8067,800272,383,560,5
4분 44초,2024-11-01,2024-11-01,6562,6562,185,480,6
롱레그스,2024-10-30,2024-11-01,4404,17514,238,438,7
와일드 로봇,2024-10-01,2024-11-01,2521,608969,165,192,8
노트북,2004-11-26,2024-11-01,2415,808222,131,171,9
오후 네시,2024-10-23,2024-11-01,2057,23956,110,124,10
베놈: 라스트 댄스,2024-10-23,2024-11-02,134872,1200940,1326,5207,1
아마존 활명수,2024-10-30,2024-11-02,90599,297624,1375,5941,2
보통의 가족,2024-10-16,2024-11-02,19840,580858,638,1354,3
대도시의 사랑법,2024-10-01,2024-11-02,15691,808702,548,975,4
날씨의 아이,2019-10-30,2024-11-02,14919,815191,407,612,5
와일드 로봇,2024-10-01,2024-11-02,11153,620122,415,640,6
4분 44초,2024-11-01,2024-11-02,9630,16192,213,458,7
롱레그스,2024-10-30,2024-11-02,6399,23913,276,483,8
노트북,2004-11-26,2024-11-02,3864,812086,146,182,9
호두까기 인형과 마술피리,2024-10-30,2024-11-02,3802,5494,251,285,10
베놈: 라스트 댄스,2024-10-23,2024-11-03,110446,1311386,1326,5148,1
아마존 활명수,2024-10-30,2024-11-03,71016,368640,1338,5517,2
보통의 가족,2024-10-16,2024-11-03,16738,597596,631,1309,3
대도시의 사랑법,2024-10-01,2024-11-03,14783,823485,551,988,4
날씨의 아이,2019-10-30,2024-11-03,14362,829553,404,619,5
와일드 로봇,2024-10-01,2024-11-03,12579,632701,424,654,6
4분 44초,2024-11-01,2024-11-03,10071,26263,210,439,7
롱레그스,2024-10-30,2024-11-03,5301,29214,257,457,8
노트북,2004-11-26,2024-11-03,4094,816180,145,180,9
호두까기 인형과 마술피리,2024-10-30,2024-11-03,4028,9522,258,288,10
베놈: 라스트 댄스,2024-10-23,2024-11-04,29194,1340580,1139,4078,1
아마존 활명수,2024-10-30,2024-11-04,23885,392525,1180,4145,2
보통의 가족,2024-10-16,2024-11-04,6549,604145,586,1227,3
대도시의 사랑법,2024-10-01,2024-11-04,5676,829161,497,911,4
날씨의 아이,2019-10-30,2024-11-04,3224,832777,348,485,5
4분 44초,2024-11-01,2024-11-04,2352,28615,188,355,6
롱레그스,2024-10-30,2024-11-04,1712,30926,210,361,7
리틀 엠마,2024-10-25,2024-11-04,1208,21245,56,62,8
노트북,2004-11-26,2024-11-04,1204,817384,125,159,9
룸 넥스트 도어,2024-10-23,2024-11-04,1158,24033,102,151,10
베놈: 라스트 댄스,2024-10-23,2024-11-05,25560,1366140,1161,3961,1
아마존 활명수,2024-10-30,2024-11-05,23899,416424,1201,4038,2
보통의 가족,2024-10-16,2024-11-05,7777,611922,593,1225,3
대도시의 사랑법,2024-10-01,2024-11-05,5803,834964,511,907,4
날씨의 아이,2019-10-30,2024-11-05,3165,835942,339,491,5
청설,2024-11-06,2024-11-05,3035,9613,11,11,6
롱레그스,2024-10-30,2024-11-05,2800,33726,224,389,7
4분 44초,2024-11-01,2024-11-05,1840,30455,172,319,8
노트북,2004-11-26,2024-11-05,1268,818652,125,169,9
글래디에이터 Ⅱ,2024-11-13,2024-11-05,1248,1471,1,2,10
청설,2024-11-06,2024-11-06,37142,46755,1046,3976,1
베놈: 라스트 댄스,2024-10-23,2024-11-06,25109,1391249,930,3034,2
아마존 활명수,2024-10-30,2024-11-06,16793,433217,791,2223,3
레드 원,2024-11-06,2024-11-06,8687,8934,574,1168,4
데드라인,2024-11-06,2024-11-06,5755,6765,184,365,5
보통의 가족,2024-10-16,2024-11-06,4513,616435,431,610,6
대도시의 사랑법,2024-10-01,2024-11-06,3868,838832,374,562,7
아노라,2024-11-06,2024-11-06,3710,6493,311,492,8
아메바 소녀들과 학교괴담: 개교기념일,2024-11-06,2024-11-06,3002,4280,203,410,9
날씨의 아이,2019-10-30,2024-11-06,2010,837952,216,262,10
청설,2024-11-06,2024-11-07,24273,71028,1013,3656,1
베놈: 라스트 댄스,2024-10-23,2024-11-07,21445,1412694,921,2974,2
아마존 활명수,2024-10-30,2024-11-07,14476,447693,764,2079,3
레드 원,2024-11-06,2024-11-07,5812,14746,539,1044,4
보통의 가족,2024-10-16,2024-11-07,4238,620673,408,577,5
데드라인,2024-11-06,2024-11-07,4167,10932,171,321,6
대도시의 사랑법,2024-10-01,2024-11-07,3180,842012,372,540,7
괴물,2023-11-29,2024-11-07,3112,541745,67,98,8
아노라,2024-11-06,2024-11-07,2303,8796,298,457,9
아메바 소녀들과 학교괴담: 개교기념일,2024-11-06,2024-11-07,1653,5933,190,350,10
청설,2024-11-06,2024-11-08,33540,104568,1034,3977,1
베놈: 라스트 댄스,2024-10-23,2024-11-08,32646,1445340,1030,3444,2
아마존 활명수,2024-10-30,2024-11-08,19560,467253,780,2227,3
레드 원,2024-11-06,2024-11-08,6780,21526,584,1096,4
데드라인,2024-11-06,2024-11-08,5858,16790,182,354,5
보통의 가족,2024-10-16,2024-11-08,4315,624988,438,647,6
대도시의 사랑법,2024-10-01,2024-11-08,4149,846161,370,564,7
아노라,2024-11-06,2024-11-08,2905,11701,307,472,8
날씨의 아이,2019-10-30,2024-11-08,2023,841545,209,262,9
괴물,2023-11-29,2024-11-08,1651,543396,77,115,10
베놈: 라스트 댄스,2024-10-23,2024-11-09,73589,1518929,1132,4123,1
청설,2024-11-06,2024-11-09,69605,174173,1060,4446,2
아마존 활명수,2024-10-30,2024-11-09,31380,498633,767,2427,3
레드 원,2024-11-06,2024-11-09,12415,33941,593,1090,4
와일드 로봇,2024-10-01,2024-11-09,6790,644534,330,459,5
보통의 가족,2024-10-16,2024-11-09,6694,631682,445,643,6
대도시의 사랑법,2024-10-01,2024-11-09,6588,852749,403,599,7
아노라,2024-11-06,2024-11-09,5315,17016,314,448,8
빌리와 용감한 녀석들: 스노우 베어 구조대,2024-11-07,2024-11-09,5287,7961,311,406,9
날씨의 아이,2019-10-30,2024-11-09,4465,846010,266,354,10
청설,2024-11-06,2024-11-10,65401,239574,1060,4293,1
베놈: 라스트 댄스,2024-10-23,2024-11-10,61553,1580482,1104,3971,2
아마존 활명수,2024-10-30,2024-11-10,28178,526811,752,2302,3
레드 원,2024-11-06,2024-11-10,11013,44954,598,1059,4
와일드 로봇,2024-10-01,2024-11-10,8275,652809,326,458,5
보통의 가족,2024-10-16,2024-11-10,6129,637811,429,624,6
대도시의 사랑법,2024-10-01,2024-11-10,6091,858840,412,592,7
빌리와 용감한 녀석들: 스노우 베어 구조대,2024-11-07,2024-11-10,5813,13774,323,420,8
아노라,2024-11-06,2024-11-10,5139,22155,314,443,9
날씨의 아이,2019-10-30,2024-11-10,4503,850513,260,350,10
청설,2024-11-06,2024-11-11,23293,262867,982,3635,1
베놈: 라스트 댄스,2024-10-23,2024-11-11,14766,1595248,915,2867,2
아마존 활명수,2024-10-30,2024-11-11,9176,535987,639,1658,3
레드 원,2024-11-06,2024-11-11,3682,48636,475,792,4
보통의 가족,2024-10-16,2024-11-11,3618,641429,391,575,5
아노라,2024-11-06,2024-11-11,3142,25297,301,454,6
대도시의 사랑법,2024-10-01,2024-11-11,2649,861489,362,527,7
아메바 소녀들과 학교괴담: 개교기념일,2024-11-06,2024-11-11,1638,15308,181,318,8
데드라인,2024-11-06,2024-11-11,1424,25980,165,296,9
오후 네시,2024-10-23,2024-11-11,1247,36138,37,45,10
청설,2024-11-06,2024-11-12,23159,286026,1018,3594,1
베놈: 라스트 댄스,2024-10-23,2024-11-12,12909,1608157,902,2719,2
아마존 활명수,2024-10-30,2024-11-12,9879,545866,640,1563,3
레드 원,2024-11-06,2024-11-12,3824,52460,478,785,4
아노라,2024-11-06,2024-11-12,2976,28273,307,456,5
대도시의 사랑법,2024-10-01,2024-11-12,2525,864014,373,537,6
보통의 가족,2024-10-16,2024-11-12,2317,643746,380,532,7
아메바 소녀들과 학교괴담: 개교기념일,2024-11-06,2024-11-12,2252,17560,193,342,8
글래디에이터 Ⅱ,2024-11-13,2024-11-12,1574,3718,11,11,9
사흘,2024-11-14,2024-11-12,1339,1553,6,7,10
글래디에이터 Ⅱ,2024-11-13,2024-11-13,72025,75743,1769,6252,1
청설,2024-11-06,2024-11-13,32632,318658,810,2503,2
베놈: 라스트 댄스,2024-10-23,2024-11-13,13842,1621999,682,1818,3
아마존 활명수,2024-10-30,2024-11-13,6829,552695,493,732,4
"괜찮아, 앨리스",2024-11-13,2024-11-13,6229,10487,99,107,5
컨택트,2017-02-02,2024-11-13,4221,638371,78,155,6
4월이 되면 그녀는,2024-11-13,2024-11-13,3720,4376,122,255,7
연소일기,2024-11-13,2024-11-13,3633,11898,288,408,8
히든페이스,2024-11-20,2024-11-13,3380,3412,17,17,9
4분 44초,2024-11-01,2024-11-13,1440,43216,167,240,10
글래디에이터 Ⅱ,2024-11-13,2024-11-14,48582,124325,1522,5145,1
사흘,2024-11-14,2024-11-14,45957,47540,836,3328,2
청설,2024-11-06,2024-11-14,32487,351145,824,2217,3
베놈: 라스트 댄스,2024-10-23,2024-11-14,13197,1635196,655,1422,4
아마존 활명수,2024-10-30,2024-11-14,7402,560097,444,563,5
히든페이스,2024-11-20,2024-11-14,3714,7126,22,22,6
극장판 오버로드 성왕국편,2024-11-14,2024-11-14,2040,2040,78,115,7
4월이 되면 그녀는,2024-11-13,2024-11-14,1894,6270,128,243,8
연소일기,2024-11-13,2024-11-14,1842,13740,266,339,9
괴물,2023-11-29,2024-11-14,1789,551835,53,67,10
글래디에이터 Ⅱ,2024-11-13,2024-11-15,63058,187383,1561,5604,1
청설,2024-11-06,2024-11-15,38239,389384,907,2567,2
사흘,2024-11-14,2024-11-15,31032,78572,796,2963,3
베놈: 라스트 댄스,2024-10-23,2024-11-15,16211,1651407,664,1486,4
아마존 활명수,2024-10-30,2024-11-15,5797,565894,423,574,5
히든페이스,2024-11-20,2024-11-15,2600,9726,13,13,6
연소일기,2024-11-13,2024-11-15,2181,15921,247,309,7
날씨의 아이,2019-10-30,2024-11-15,1782,857053,102,119,8
컨택트,2017-02-02,2024-11-15,1755,641902,81,130,9
4월이 되면 그녀는,2024-11-13,2024-11-15,1739,8009,131,235,10
글래디에이터 Ⅱ,2024-11-13,2024-11-16,132337,319720,1542,5892,1
청설,2024-11-06,2024-11-16,68430,457814,943,3034,2
사흘,2024-11-14,2024-11-16,39956,118528,767,2832,3
베놈: 라스트 댄스,2024-10-23,2024-11-16,30096,1681503,674,1603,4
아마존 활명수,2024-10-30,2024-11-16,8180,574074,498,721,5
와일드 로봇,2024-10-01,2024-11-16,5504,663738,235,288,6
컨택트,2017-02-02,2024-11-16,3603,645505,93,150,7
대도시의 사랑법,2024-10-01,2024-11-16,2308,870603,134,166,8
데드라인,2024-11-06,2024-11-16,2278,33621,103,119,9
빌리와 용감한 녀석들: 스노우 베어 구조대,2024-11-07,2024-11-16,2259,19376,172,215,10
글래디에이터 Ⅱ,2024-11-13,2024-11-17,123151,442871,1544,5684,1
청설,2024-11-06,2024-11-17,66086,523900,948,3020,2
사흘,2024-11-14,2024-11-17,31892,150420,752,2576,3
베놈: 라스트 댄스,2024-10-23,2024-11-17,27070,1708573,684,1599,4
아마존 활명수,2024-10-30,2024-11-17,6821,580895,481,683,5
와일드 로봇,2024-10-01,2024-11-17,6563,670301,228,285,6
컨택트,2017-02-02,2024-11-17,3147,648652,92,147,7
빌리와 용감한 녀석들: 스노우 베어 구조대,2024-11-07,2024-11-17,2451,21827,173,219,8
대도시의 사랑법,2024-10-01,2024-11-17,2306,872909,130,164,9
날씨의 아이,2019-10-30,2024-11-17,2092,861320,113,130,10
글래디에이터 Ⅱ,2024-11-13,2024-11-18,51195,494066,1478,4945,1
청설,2024-11-06,2024-11-18,25054,548954,840,2612,2
사흘,2024-11-14,2024-11-18,11214,161634,659,1997,3
베놈: 라스트 댄스,2024-10-23,2024-11-18,8038,1716611,586,1309,4
아마존 활명수,2024-10-30,2024-11-18,3667,584562,362,481,5
대도시의 사랑법,2024-10-01,2024-11-18,1198,874107,123,152,6
날씨의 아이,2019-10-30,2024-11-18,1121,862441,100,111,7
컨택트,2017-02-02,2024-11-18,1018,649670,91,137,8
6시간 후 너는 죽는다,2024-10-16,2024-11-18,952,50512,11,13,9
데드라인,2024-11-06,2024-11-18,904,36560,81,104,10
글래디에이터 Ⅱ,2024-11-13,2024-11-19,37332,531398,1458,4864,1
청설,2024-11-06,2024-11-19,24521,573475,854,2615,2
사흘,2024-11-14,2024-11-19,9927,171561,641,1920,3
베놈: 라스트 댄스,2024-10-23,2024-11-19,7880,1724491,587,1242,4
아마존 활명수,2024-10-30,2024-11-19,3355,587917,365,504,5
연소일기,2024-11-13,2024-11-19,1363,21433,226,266,6
날씨의 아이,2019-10-30,2024-11-19,1289,863730,104,119,7
대도시의 사랑법,2024-10-01,2024-11-19,1276,875383,120,157,8
히든페이스,2024-11-20,2024-11-19,1231,11307,8,9,9
컨택트,2017-02-02,2024-11-19,906,650576,87,135,10
위키드,2024-11-20,2024-11-20,84925,86181,1663,5327,1
히든페이스,2024-11-20,2024-11-20,48075,59382,834,2569,2
글래디에이터 Ⅱ,2024-11-13,2024-11-20,28029,559427,802,2077,3
청설,2024-11-06,2024-11-20,21065,594540,701,1584,4
나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,2024-11-20,10077,11454,170,290,5
사흘,2024-11-14,2024-11-20,6011,177572,469,659,6
베놈: 라스트 댄스,2024-10-23,2024-11-20,3317,1727808,318,402,7
아마존 활명수,2024-10-30,2024-11-20,2489,590406,106,117,8
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,2024-11-20,1695,1185368,31,33,9
캐롤,2016-02-04,2024-11-20,1408,359086,78,103,10
위키드,2024-11-20,2024-11-21,63398,149579,1655,5143,1
히든페이스,2024-11-20,2024-11-21,41524,100906,859,2594,2
글래디에이터 Ⅱ,2024-11-13,2024-11-21,26090,585517,824,2094,3
청설,2024-11-06,2024-11-21,17337,611877,704,1606,4
나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,2024-11-21,4361,15815,159,250,5
베놈: 라스트 댄스,2024-10-23,2024-11-21,3454,1731262,324,409,6
사흘,2024-11-14,2024-11-21,3194,180766,406,523,7
아마존 활명수,2024-10-30,2024-11-21,2955,593361,119,135,8
대가족,2024-12-11,2024-11-21,2524,3345,12,16,9
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,2024-11-21,1639,1187007,34,41,10
위키드,2024-11-20,2024-11-22,90844,240423,1729,5555,1
